"Código (AMOSTRAGEM BIOLÓGICA - TELEÓSTEOS)";"Código (Amostragem Biológica - Organismo à Organismo)";"Amostragem Biológica - Organismo à Organismo > ID - Amostra";"Amostragem Biológica - Organismo à Organismo > ID - Indivíduo";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Código)";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Rótulo)";"Amostragem Biológica - Organismo à Organismo > Sexo";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Macho";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Fêmea";"Amostragem Biológica - Organismo à Organismo > Comprimento total - CT (cm)";"Amostragem Biológica - Organismo à Organismo > Comprimento padrão - CP (cm)";"Amostragem Biológica - Organismo à Organismo > Peso total - PT (g)";"Amostragem Biológica - Organismo à Organismo > Peso eviscerado - PEvis (g)";"Amostragem Biológica - Organismo à Organismo > Peso do fígado - PFig (g)";"Amostragem Biológica - Organismo à Organismo > Peso do estômago - PEst (g)";"Amostragem Biológica - Organismo à Organismo > Peso da gônoda - PGon (g)";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento das gônadas para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento do estômago para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de músculo para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de otólitos para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Selecione qual dos otólitos foi reservado para amostragem posterior"
"1.1161134";"1.1161134.23";"26";"185";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"30,5";"23,3";"262,6";"172,8";"1,856";"5,454";"0,228";"Não";"Sim";"Sim";"Sim";""
"1.1147445";"1.1147445.0";"25";"158";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"12,6";"9,7";"16,2";"14,8";"0,17";"0,06";"0,01";"Não";"Não";"Sim";"Sim";""
"1.1147445";"1.1147445.1";"25";"159";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"12,00";"9,5";"12,9";"12,3";"0,14";"0,035";"0,01";"Não";"Não";"Sim";"Sim";""
"1.1147445";"1.1147445.2";"25";"160";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"12,2";"9,3";"14,2";"13,1";"0,31";"0,15";"0,01";"Não";"Não";"Sim";"Sim";""
"1.1147391";"1.1147391.0";"21";"161";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"62,00";"51,5";"2779,1";"";"27,935";"9,25";"91,4";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.1";"21";"189";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"45,00";"38,3";"1052,4";"1011,8";"5,876";"4,324";"5,042";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.2";"21";"192";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"41,5";"34,3";"817,5";"770,3";"6,142";"6,285";"12,233";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.3";"21";"193";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"38,3";"31,00";"668,1";"618,3";"9,2";"1,7";"14,9";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.4";"21";"194";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"36,9";"30,00";"597,8";"531,5";"6,00";"3,00";"15,8";"";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.5";"21";"195";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"43,00";"35,00";"978,8";"899,3";"4,823";"5,799";"33,406";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.6";"21";"196";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"46,00";"39,6";"1174,1";"1096,1";"11,226";"3,861";"15,283";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.7";"21";"197";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"34,6";"27,6";"532,00";"483,1";"6,314";"2,851";"5,393";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.8";"21";"198";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"42,6";"36,00";"828,8";"780,6";"8,399";"";"21,308";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.9";"21";"199";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"35,6";"29,2";"548,1";"490,00";"5,841";"15,161";"3,074";"Não";"Sim";"Sim";"Sim";""
"1.1147391";"1.1147391.10";"21";"200";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"44,00";"37,5";"955,8";"927,4";"1,453";"6,019";"13,854";"Não";"Sim";"Sim";"Sim";""
"1.1141791";"1.1141791.0";"22";"157";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,5";"29,2";"509,7";"483,5";"1,49";"4,148";"1,2";"Não";"Sim";"Sim";"Sim";""
"1.1141791";"1.1141791.1";"22";"190";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"37,5";"29,3";"631,2";"553,7";"9,8";"1,641";"31,8";"Não";"Não";"Sim";"Sim";""
"1.1141791";"1.1141791.2";"22";"191";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"66,5";"53,6";"3479,4";"3223,4";"11,5";"2,8";"56,00";"Não";"Não";"Sim";"Sim";""
"1.1141791";"1.1141791.3";"22";"201";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"38,00";"31,00";"619,3";"568,7";"7,57";"3,633";"5,436";"Não";"Sim";"Sim";"Sim";""
"1.1141791";"1.1141791.4";"22";"202";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"39,00";"33,3";"701,00";"665,6";"1,855";"0,855";"11,111";"Não";"Sim";"Sim";"Sim";""
"1.1141791";"1.1141791.5";"22";"203";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,3";"31,5";"730,00";"680,00";"6,646";"";"6,341";"Não";"Não";"Sim";"Sim";""
"1.1141791";"1.1141791.6";"22";"204";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"35,4";"29,5";"501,5";"476,3";"2,834";"2,549";"6,891";"Não";"Não";"Sim";"Sim";""
"1.1141791";"1.1141791.7";"22";"205";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"35,5";"29,00";"559,5";"504,7";"4,74";"3,388";"13,833";"Não";"Não";"Sim";"Sim";""
"1.1141751";"1.1141751.0";"24";"156";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"8,8";"6,4";"5,462";"4,3";"0,048";"0,018";"0,01";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.0";"16";"105";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"78,00";"";"297,3";"275,6";"1,569";"6,3";"2,3";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.1";"16";"106";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"75,3";"";"228,3";"211,00";"1,5";"8,991";"1,502";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.2";"16";"107";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"77,00";"";"242,9";"225,3";"1,612";"6,4";"2,9";"Não";"Sim";"Sim";"Não";""
"1.1141730";"1.1141730.3";"16";"108";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"62,5";"";"353,00";"312,3";"4,447";"18,999";"8,484";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.4";"16";"109";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"66,1";"";"134,6";"126,3";"0,71";"3,6";"0,187";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.5";"16";"110";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"68,00";"";"454,3";"427,7";"1,345";"22,97";"12,52";"Não";"Não";"Sim";"Sim";""
"1.1141730";"1.1141730.6";"16";"111";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"68,2";"";"156,2";"147,5";"0,78";"2,5";"0,443";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.7";"16";"112";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"68,5";"";"176,7";"164,00";"1,195";"1,026";"1,025";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.8";"16";"113";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"74,00";"";"275,3";"242,7";"2,9";"19,7";"2,7";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.9";"16";"114";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"66,5";"";"157,6";"130,4";"";"1,548";"0,536";"Não";"Não";"Sim";"Sim";""
"1.1141730";"1.1141730.10";"16";"115";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"81,2";"";"297,6";"266,8";"1,8";"22,3";"1,3";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.11";"16";"116";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"77,00";"";"232,8";"204,3";"1,76";"2,575";"1,864";"Não";"Não";"Sim";"Sim";""
"1.1141730";"1.1141730.12";"16";"117";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"70,5";"";"215,8";"197,2";"2,7";"11,2";"2,3";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.13";"16";"118";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"71,3";"";"197,1";"183,8";"";"7,5";"0,774";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.14";"16";"119";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"73,00";"";"223,8";"208,5";"1,6";"8,7";"1,2";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.15";"16";"120";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"71,00";"";"200,1";"188,7";"";"4,012";"1,271";"Não";"Não";"Sim";"Sim";""
"1.1141730";"1.1141730.16";"16";"121";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"79,5";"";"270,2";"251,1";"1,754";"1,089";"1,941";"Não";"Sim";"Sim";"Sim";""
"1.1141730";"1.1141730.17";"16";"122";"1.1110178";"Trichiurus lepturus";"Fêmea (F)";"";"C - Maturo / Desovante";"78,00";"";"297,00";"250,1";"2,54";"1,931";"1,844";"Não";"Não";"Sim";"Sim";""
"1.1141700";"1.1141700.0";"17";"101";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"74,00";"59,5";"4789,2";"3928,8";"58,8";"37,2";"672,7";"Não";"Sim";"Sim";"Sim";""
"1.1141698";"1.1141698.0";"14";"102";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"66,5";"53,00";"2945,5";"2559,6";"40,3";"26,8";"252,7";"Não";"Sim";"Sim";"Sim";""
"1.1141698";"1.1141698.1";"14";"103";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"74,00";"59,00";"3816,4";"3442,00";"71,8";"29,7";"114,5";"Não";"Sim";"Sim";"Sim";""
"1.1141698";"1.1141698.2";"14";"104";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"64,00";"60,5";"3154,9";"2749,5";"46,6";"51,6";"230,1";"Não";"Sim";"Sim";"Sim";""
"1.1141230";"1.1141230.0";"13";"95";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"59,00";"47,00";"2095,2";"1703,7";"27,7";"17,7";"245,1";"Não";"Não";"Sim";"Sim";""
"1.1141230";"1.1141230.1";"13";"96";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"64,00";"50,00";"2830,3";"2279,5";"41,00";"32,5";"390,4";"Não";"Não";"Sim";"Sim";""
"1.1141230";"1.1141230.2";"13";"97";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"60,00";"47,00";"2180,9";"1798,3";"26,8";"20,7";"240,2";"Não";"Não";"Sim";"Sim";""
"1.1141230";"1.1141230.3";"13";"98";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"67,00";"54,00";"2903,6";"2485,2";"22,8";"25,8";"501,8";"Não";"Não";"Sim";"Sim";""
"1.1141216";"1.1141216.0";"11";"24";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"62,5";"55,00";"3548,1";"";"";"";"";"Não";"Não";"Não";"Sim";""
"1.1140416";"1.1140416.0";"10";"133";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,1";"29,5";"639,00";"600,4";"5,303";"5,909";"2,131";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.1";"10";"134";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,00";"29,5";"696,00";"643,7";"5,886";"";"3,57";"";"Não";"Sim";"Sim";""
"1.1140416";"1.1140416.2";"10";"135";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"36,6";"30,00";"587,4";"537,6";"4,905";"3,1";"9,386";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.3";"10";"136";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"48,4";"40,5";"1201,7";"1120,5";"8,627";"4,348";"16,225";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.4";"10";"137";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,1";"27,5";"446,3";"414,3";"1,844";"3659,00";"1,227";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.5";"10";"138";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,00";"32,00";"619,1";"566,00";"2,842";"3,076";"11,783";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.6";"10";"139";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"46,3";"37,2";"994,4";"902,9";"11,243";"5,04";"14,854";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.7";"10";"140";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,5";"33,00";"723,00";"662,5";"5,855";"2,08";"3,533";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.8";"10";"141";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,00";"30,9";"646,7";"577,00";"2,849";"6,323";"3,281";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.9";"10";"142";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"37,00";"30,2";"643,4";"615,6";"5,17";"4,589";"3,633";"Não";"Sim";"Sim";"Sim";""
"1.1140416";"1.1140416.10";"10";"143";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"35,00";"30,00";"496,00";"455,8";"2,784";"1,791";"3,562";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.0";"9";"58";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,6";"26,5";"509,4";"467,6";"3,023";"3,8";"4,4";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.1";"9";"63";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,8";"34,4";"770,4";"723,2";"7,16";"9,398";"11,733";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.2";"9";"64";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,4";"29,2";"457,6";"434,6";"3,911";"4,335";"4,993";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.3";"9";"65";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"37,9";"32,2";"654,5";"614,7";"6,87";"6,088";"10,352";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.4";"9";"66";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"35,8";"29,3";"487,7";"460,9";"3,7";"3,067";"6,238";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.5";"9";"67";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,5";"35,4";"746,8";"702,1";"5,639";"6,158";"4,922";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.6";"9";"68";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,7";"31,5";"656,8";"630,00";"4,789";"0,621";"5,747";"Sim";"Não";"Não";"Não";""
"1.1140290";"1.1140290.7";"9";"69";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"45,8";"37,4";"1037,00";"962,00";"";"3,15";"4,9";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.8";"9";"70";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,4";"29,6";"589,00";"545,00";"4,79";"5,11";"2,98";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.9";"9";"71";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"36,2";"30,8";"590,00";"528,00";"";"2,61";"3,53";"Não";"Não";"Não";"Sim";""
"1.1140290";"1.1140290.10";"9";"72";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,3";"29,6";"638,5";"572,00";"3,78";"1,8";"3,5";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.11";"9";"73";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,3";"32,2";"714,1";"628,3";"6,98";"3,14";"4,99";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.12";"9";"74";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,00";"29,8";"518,00";"469,5";"";"2,09";"1,97";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.13";"9";"86";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"37,00";"31,00";"593,1";"539,6";"";"2,09";"15,83";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.14";"9";"87";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"43,00";"36,00";"888,6";"822,7";"2,88";"3,48";"3,25";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.15";"9";"88";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"39,00";"33,00";"702,7";"646,7";"1,99";"2,89";"3,37";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.16";"9";"89";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"40,00";"33,00";"712,2";"658,7";"2,11";"5,08";"7,44";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.17";"9";"90";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,00";"28,00";"483,9";"452,6";"3,09";"2,33";"2,88";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.18";"9";"91";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,00";"29,5";"590,2";"544,8";"";"3,21";"12,41";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.19";"9";"92";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"37,00";"31,00";"604,9";"560,6";"4,39";"2,33";"8,33";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.20";"9";"93";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"42,8";"35,6";"818,00";"741,9";"5,52";"3,16";"34,63";"Não";"Sim";"Sim";"Sim";""
"1.1140290";"1.1140290.21";"9";"99";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"40,00";"31,6";"700,3";"580,1";"";"3,238";"6,919";"Não";"Não";"Sim";"Sim";""
"1.1140290";"1.1140290.22";"9";"100";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"49,1";"40,3";"1398,8";"805,4";"";"6,378";"33,991";"Não";"Não";"Sim";"Sim";""
"1.1139907";"1.1139907.0";"8";"55";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"41,00";"32,5";"735,3";"685,5";"11,8";"8,2";"3,00";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.1";"8";"56";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"40,5";"32,2";"689,3";"636,9";"13,2";"11,00";"1,8";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.2";"8";"57";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"40,3";"31,2";"626,5";"590,4";"";"7,2";"1,6";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.3";"8";"76";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"40,8";"32,3";"658,8";"620,5";"9,259";"7,735";"4,68";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.4";"8";"77";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"40,7";"32,1";"616,2";"581,2";"8,28";"8,442";"2,156";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.5";"8";"78";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"45,00";"35,9";"768,6";"716,9";"10,877";"12,016";"7,008";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.6";"8";"79";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"43,4";"35,00";"698,00";"660,3";"11,254";"8,778";"2,278";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.7";"8";"80";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"40,7";"32,5";"582,4";"543,6";"9,111";"10,814";"2,168";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.8";"8";"81";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"42,2";"34,8";"691,7";"646,00";"9,032";"11,355";"7,544";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.9";"8";"82";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"";"";"40,7";"33,00";"633,5";"600,8";"10,088";"8,519";"2,327";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.10";"8";"83";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"41,1";"32,9";"635,1";"595,2";"10,361";"8,783";"5,93";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.11";"8";"84";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"40,1";"32,3";"580,5";"595,3";"9,137";"8,41";"6,044";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.12";"8";"85";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"44,7";"36,1";"772,9";"732,3";"9,868";"9,605";"2,167";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.13";"8";"124";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"43,3";"34,5";"804,8";"755,6";"11,772";"10,099";"5,914";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.14";"8";"125";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,00";"28,2";"461,4";"435,2";"6,78";"4,007";"1,4";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.15";"8";"126";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"42,5";"33,5";"694,7";"653,7";"9,108";"8,135";"5,32";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.16";"8";"127";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"42,5";"34,00";"728,9";"689,7";"6,898";"8,649";"3,1";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.17";"8";"128";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"38,5";"30,4";"599,8";"554,8";"10,043";"7,813";"5,412";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.18";"8";"129";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"43,00";"33,5";"832,7";"781,5";"14,532";"8,787";"6,518";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.19";"8";"130";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,5";"29,7";"578,2";"541,7";"9,375";"5,486";"3,723";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.20";"8";"131";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"41,7";"33,00";"761,7";"708,1";"11,522";"9,51";"5,983";"Não";"Sim";"Sim";"Sim";""
"1.1139907";"1.1139907.21";"8";"132";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"43,00";"34,00";"719,00";"678,2";"8,401";"5,939";"4,75";"Não";"Sim";"Sim";"Sim";""
